BUSN 20820.  Financial Econometrics. 
BUSN 20900.  Competitive Strategy. 
BUSN 20230.  International Financial Policy. 
ENGL 10400.  Introduction to Poetry. 
ENGL 10600.  Introduction to Drama. 
ENGL 10640.  Introduction to Victorian Literature: Men and Women. 
ENGL 10703.  20th-Century American Short Fiction. 
ENGL 10706.  Introduction to Fiction. 
ENGL 10800.  Introduction to Film Analysis. 
ENGL 10860.  Introduction to Modernism. 
ENGL 11004.  History of the Novel. 
ENGL 12300.  Poetry And Being. 
ENGL 12320.  Critical Videogame Studies. 
"ENGL 12520.  Climate Change in Literature, Art, and Film. "
"ENGL 12720.  Inventing Consciousness: Literature, Philosophy, Psychology. "
ENGL 12800.  Theories of Media. 
ENGL 13000.  Academic and Professional Writing (The Little Red Schoolhouse) 
ENGL 13720.  Thinking with Race in Medieval England. 
ENGL 15107.  Some Versions of Apocalypse. 
ENGL 15500.  Chaucer: The Canterbury Tales. 
ENGL 15806.  Multilingual Literatures of Early Medieval Britain. 
ENGL 16600.  Shakespeare II: Tragedies and Romances. 
ENGL 17501.  Milton. 
ENGL 17950.  The Declaration of Independence. 
ENGL 18500.  American Horrors. 
"ENGL 18700.  Sexual Violence in America: Theory, Literature, and Activism. "
"ENGL 19700.  Image, Text, Archive. "
"ENGL 19800.  The Unincorporated: Modernism, Geography, and Race. "
CMLT 20109.  Comparative Methods in the Humanities. 
ENGL 20148.  London Program: English Renaissance Verse and the Poetics of Place. 
ENGL 20149.  London Program: Literature and the Environment in Eighteenth-Century Britain. 
ENGL 20150.  London Program: Pagan London. 
ENGL 20151.  London from the Outside-In. 
ENGL 20562.  Freedom and Fate in the Renaissance. 
ENGL 22110.  Excrement and Ecstasy: The Devotional Body in Early Modern Literature. 
ENGL 22130.  Making Scents: A Literary History of Smell. 
ENGL 22150.  Luxury and Global Modernism. 
ENGL 23170.  The Beast Fable from Aesop to Zootopia. 
ENGL 23190.  Eco-consciousness: Climates and Ecologies of Eighteenth-Century Literature. 
ENGL 23400.  Virginia Woolf. 
ENGL 23808.  Sonnets from Wyatt to Yeats and Beyond. 
ENGL 24102.  The Idiot as Hero. 
ENGL 24150.  Melodrama and Film. 
ENGL 24170.  The Arts of Civil War. 
ENGL 24400.  Brecht and Beyond. 
ENGL 25130.  Ethnic Minority Poetry in the US. 
ENGL 25150.  Pop Psychology. 
ENGL 25804.  Signs of the Americas. 
ENGL 25970.  Alternate Reality Games:  Theory and Production. 
"ENGL 26170.  London Underground: Environment, Industry, and the Making of the English Working Class. "
"ENGL 26300.  The Literature of Disgust, Rabelais to Nausea. "
ENGL 27003.  Woman/Native. 
ENGL 27600.  Cinema in Africa. 
ENGL 28200.  Narrating Migration. 
ENGL 28404.  Introduction to Old English. 
ENGL 28505.  Beowulf. 
ENGL 28650.  Outsider Writing. 
"ENGL 29505.  Joan Didion: Reporter, Novelist, Essayist, Memoirist. "
ENGL 29705.  Incarcerated Life. 
ENSC 13300.  The Atmosphere. 
ENSC 13400.  Global Warming: Understanding the Forecast. 
"ENSC 20209.  An Environmental History of Africa, 1800-2016. "
"ENSC 21100.  Energy:  Science, Technology, and Human Usage. "
ENSC 23800.  Global Biogeochemical Cycles. 
ENSC 23820.  Biogeochemical Analysis in Terrestrial and Aquatic Ecosystems  Marine Biological Laboratory. 
ENSC 23900.  Environmental Chemistry. 
ENSC 24000.  Geobiology. 
ENSC 24100.  Ecology - Marine Biological Laboratory. 
ENSC 24200.  Methods in Microbial Ecology - Marine Biological Laboratory. 
ENSC 24300.  Roles of Animals in Ecosystems  Marine Biological Laboratory. 
ENSC 24400.  Ecology and Conservation. 
ENSC 24500.  Environmental Microbiology. 
ENSC 28100.  Quantitative Environmental Analyses  Marine Biological Laboratory. 
ENSC 29002.  Field Course in Modern and Ancient Environments. 
ENSC 29700.  Reading and Research in Environmental Science.  30
ENSC 29800.  Independent Undergraduate Research in Environmental Sciences  Marine Biological Laboratory. 
ENST 10001.  Getting to Green: The Business Case for Sustainability. 
ENST 10010.  Architecture and Urban Design Towards Sustainable Cities. 
ENST 12100.  Chemistry & The Atmosphere. 
ENST 12300.  Global Warming: Understanding the Forecast. 
ENST 12402.  Life Through a Genomic Lens. 
"ENST 12520.  Climate Change in Literature, Art, and Film. "
ENST 13300.  The Atmosphere. 
ENST 20540.  The Chicago Climate Change & Culture Institute-I. 
ENST 20805.  Cities and Urban Space in the Ancient World. 
ENST 21201.  Human Impact on the Environment. 
ENST 21301.  Making the Natural World: Foundations of Human Ecology. 
ENST 21440.  (Re)constructing Nature: Restoration Ecology in a Time of Climate Change. 
ENST 21500.  Environmental Justice. 
ENST 22209.  Philosophies of Environmentalism and Sustainability. 
ENST 22300.  South Side Ecologies. 
ENST 22506.  The Natures of the Factory Farm. 
ENST 22610.  Paris and the French Revolution. 
"ENST 22708.  Planetary Britain, 1600-1900. "
ENST 23100.  Environmental Law. 
ENST 23190.  Eco-consciousness: Climates and Ecologies of Eighteenth-Century Literature. 
ENST 23289.  Marine Ecology. 
ENST 23505.  Environmental Ethics. 
ENST 23550.  Urban Ecology and the Nature of Cities. 
ENST 23640.  Fruited Plains and Scarred Mountains: The Environmental History of Work in the United States. 
ENST 23650.  Revolutionizing Agriculture: Early Modern Technologies for the New Millennium. 
ENST 23900.  Environmental Chemistry. 
ENST 24102.  Environmental Politics. 
ENST 24190.  Imagining Chicago's Common Buildings. 
ENST 24201.  China's Eco-Environmental Challenges and Society's Responses. 
ENST 24600.  Introduction to Urban Sciences. 
ENST 24660.  Urban Geography. 
ENST 24680.  Introduction to Urban Planning. 
ENST 24701.  U.S. Environmental Policy. 
"ENST 24705.  Energy:  Science, Technology, and Human Usage. "
ENST 24756.  Exploring the Resilient City. 
ENST 24800.  Complex Problem: World Hunger. 
ENST 25006.  How Things Get Done in Cities and Why. 
ENST 25014.  Introduction to Environmental History. 
"ENST 25114.  Natural History and Empire, circa 1500-1800. "
ENST 25115.  Francis Bacon's Philosophy of Nature. 
"ENST 25116.  Utopia, Dystopia, and the Apocalypse in Western Culture. "
ENST 25117.  Natural History of Humans/Human History of Nature. 
ENST 25460.  Environmental Effects on Human Health. 
ENST 25500.  Biogeography. 
ENST 25900.  Cultural Geography. 
ENST 26100.  Roots of the Modern American City. 
ENST 26433.  Practicum in Environmental Management. 
ENST 26444.  Practicum in Campus Athletics and Environment. 
ENST 26500.  Environmental Economics. 
"ENST 26530.  Environment, Agriculture, and Food: Economic and Policy Analysis. "
"ENST 26531.  Environment, Agriculture, and Food: Advanced Economic and Policy Analysis. "
ENST 27100.  Integrative Research Seminar: Calumet. 
ENST 27201.  Food Security and Agriculture: Calumet. 
ENST 27220.  Environmental Management and Planning in the Calumet Region. 
ENST 27301.  Restoration Ecology. 
ENST 27320.  Topics in the Ecology of the Calumet Region. 
ENST 27120.  Historical Ecology of the Calumet Region. 
ENST 27125.  Voices of Alterity and the Languages of Immigration. 
ENST 27150.  Urban Design with Nature: Assessing Social and Natural Realms in the Calumet Region. 
ENST 27155.  Urban Design with Nature. 
ENST 27200.  The Calumet Experience. 
ENST 27210.  Approaches to the Second City: Materials and Methods. 
ENST 27221.  Sustainable Urbanism. 
ENST 27300.  Freshwater Ecosystems of the Calumet Region. 
ENST 27325.  Urban Ecology in the Calumet Region. 
ENST 27330.  Spaces of Hope: The City and Its Immigrants. 
ENST 27400.  Epidemiology and Population Health. 
"ENST 27420.  Urban Gardens: Therapeutic, Educational, and Community Building Practicum. "
ENST 28601.  Ideas of Nature I. 
ENST 28800.  Readings in Spatial Analysis. 
ENST 28900.  Environmental and Science Policy. 
ENST 28980.  Readings in Urban Planning and Design. 
ENST 29000.  Energy and Energy Policy. 
ENST 29525.  The Global Life of Things. 
ENST 29700.  Reading and Research. 
"ENST 29701.  Readings and Research: Working Group in Environment, Agriculture, and Food (EAF) "
ENST 29720.  Reading and Research: Calumet. 
ENST 29801.  BA Colloquium I. 
ENST 29802.  BA Colloquium II. 
ENST 29900.  B. A. Thesis (Reading and Research) 
FNDL 20200.  Dostoevsky's Brothers Karamazov. 
FNDL 29901.  Independent Study: Junior Paper. 
FNDL 29902.  Independent Study: Senior Examination. 
FNDL 20200.  Dostoevsky's Brothers Karamazov. 
FNDL 21908.  Aristotle's Nicomachean Ethics. 
FNDL 22001.  Foucault and The History of Sexuality. 
"FNDL 23008.  Montesquieu's ""The Spirit of the Laws"" "
FNDL 24500.  The Ethics of War: Reading Just and Unjust Wars: A Moral Argument with Historical Illustrations. 
FNDL 21404.  Shakespeare II: Tragedies and Romances. 
FNDL 21804.  Dante's Divine Comedy-3:  Paradiso. 
FNDL 24011.  Virginia Woolf. 
FNDL 24718.  Longinus' On the Sublime. 
FNDL 24918.  Early Traveling Writing: Pausanias in Roman Greece. 
FNDL 25700.  Chaucer: The Canterbury Tales. 
FNDL 27301.  Weimar Political Theology: Schmitt and Strauss. 
FNDL 27950.  The Declaration of Independence. 
FNDL 28401.  Pasolini. 
FNDL 21300.  James Joyce: Ulysses. 
FNDL 21403.  Shakespeare I: Histories and Comedies. 
FNDL 23405.  Boethius: Consolation of Philosophy. 
FNDL 25220.  Pour une sociologie de Rabelais. 
FNDL 25311.  Pale Fire. 
FNDL 25331.  Beauvoir: The Second Sex. 
FNDL 28102.  Machiavelli's Political Thought. 
GNSE 10310.  Theories of Gender and Sexuality. 
GNSE 11005.  Problems in the Study of Gender and Sexuality: Media Wars. 
GNSE 11008.  Problems in the Study of Gender and Sexuality: Gender and Religion. 
GNSE 11009.  Problems in the Study of Gender and Sexuality: The Big Issues. 
GNSE 15002.  Gender and Sexuality in World Civilizations I. 
GNSE 15003.  Gender and Sexuality in World Civilizations II. 
GNSE 17001.  Introduction to Women and Gender in the Ancient World. 
GNSE 18500.  American Horrors. 
GNSE 20036.  Making Sex and Race on the Renaissance Stage. 
GNSE 20072.  Frankenstein at 200: Hideous Progeny. 
GNSE 20111.  History of Death. 
GNSE 21001.  Cultural Psychology. 
"GNSE 21112.  Nudes, Princesses and Cyborgs : Gender, Violence, and Biblical Fiction. "
"GNSE 21310.  Our biopolitics, ourselves: feminist science fiction. "
GNSE 21400.  Advanced Theories of Gender and Sexuality. 
GNSE 21416.  Reproduction and Motherhood in Multimedia (1800-present) 
"GNSE 21505.  Sex, Gender and War. "
GNSE 21601.  Introduction to Political Philosophy. 
GNSE 22110.  Excrement and Ecstasy: The Devotional Body in Early Modern Literature. 
GNSE 22204.  Philosophies of Environmentalism and Sustainability. 
"GNSE 23002.  Workshop: Regulation of Family, Sex, and Gender."
GNSE 23100.  Foucault and The History of Sexuality. 
GNSE 23118.  Gender and Sexuality in Jewish Society: Early Modernity through the Present. 
GNSE 23119.  Transnational Queer Politics and Practices. 
GNSE 23120.  Topics in Feminism and Psychoanalysis. 
GNSE 23121.  The Politics of Life Itself. 
GNSE 23122.  Taboo and Transgression. 
GNSE 23400.  Virginia Woolf. 
GNSE 25302.  Beauvoir: The Second Sex. 
GNSE 25600.  Gender and Modernity in Colonial Korea. 
GNSE 27013.  Woman/Native. 
GNSE 27100.  Sociology of Human Sexuality. 
GNSE 28110.  Queer Jewish Literature. 
GNSE 28202.  United States Latinos: Origins and Histories. 
GNSE 28401.  Gender in the Classroom. 
GNSE 28600.  Pasolini. 
GNSE 29700.  Readings in Gender  Studies. 
GNSE 29800.  B.A. Paper Seminar. 
GNSE 29900.  BA Essay. 
GEOG 20100.  Cultural Geography. 
GEOG 20273.  Urban Spatial Archaeology I. 
GEOG 20274.  Urban Spatial Archaeology II. 
GEOG 20500.  Introduction to Spatial Data Science. 
GEOG 21900.  Historical Geography of the United States. 
GEOG 22101.  Changing America in the Last 100 Years. 
GEOG 22700.  Urban Structure and Process. 
"GEOG 23003.  Urban Europe, 1600-present. "
GEOG 23500.  Urban Geography. 
GEOG 23700.  Geographical Issues in Housing and Community Development. 
GEOG 24100.  Urban Design: The Chicago Experience. 
GEOG 24190.  Imagining Chicago's Common Buildings. 
GEOG 24600.  Introduction to Urban Sciences. 
GEOG 24700.  Introduction to Urban Planning. 
GEOG 25400.  Ancient Landscapes I. 
GEOG 25800.  Ancient Landscapes II. 
GEOG 25500.  Biogeography. 
GEOG 25900.  Introduction to Location Analysis. 
GEOG 26100.  Roots of the Modern American City. 
GEOG 26400.  Frontiers and Borders in South Asia. 
GEOG 27155.  Urban Design with Nature. 
GEOG 27325.  Urban Ecology in the Calumet Region. 
GEOG 27600.  Hist Coll: Chicago South Side. 
GEOG 27601.  Colloquium: Hyde Park and Chicago's South Side as Historic Laboratory. 
GEOG 28000.  GIScience Practicum. 
GEOG 28202.  Geographic Information Science I. 
GEOG 28402.  Geographic Information Science II. 
GEOG 28602.  Geographic Information Science III. 
GEOG 28700.  Readings in Spatial Analysis. 
GEOG 28702.  Introduction to GIS and Spatial Analysis for Social Scientists. 
GEOG 28800.  History of Cartography. 
GEOG 28900.  Readings in Urban Planning and Design. 
GEOG 29100.  Undergraduate Tutorial. 
GEOG 29700.  Readings in Special Topics in Geography. 
GEOG 29800.  Senior Seminar. 
GEOS 13100.  Physical Geology. 
GEOS 13200.  Earth History. 
GEOS 13300.  The Atmosphere. 
GEOS 13400.  Global Warming: Understanding the Forecast. 
"GEOS 13606.  Natural Disasters: Science, Statistics, and Minimizing Risk. "
GEOS 13900.  Biological Evolution. 
GEOS 21000.  Mineralogy. 
GEOS 21005.  Mineral Science. 
GEOS 21100.  Introduction to Petrology. 
GEOS 21200.  Physics of the Earth. 
"GEOS 21205.  Introduction to Seismology, Earthquakes, and Near-Surface Earth Seismicity. "
GEOS 21400.  Thermodynamics and Phase Change. 
GEOS 22040.  Formation of Planetary Syst. in our Galaxy:  From Dust to Planetesimals. 
GEOS 22050.  Formation of Planetary Systems in our Galaxy:  From Planetesimals to Planets. 
GEOS 22060.  What Makes a Planet Habitable? 
GEOS 22200.  Geochronology. 
GEOS 22600.  Topics in Earth Science: The Accretion of Extraterrestrial Matter Throughout Earth's History. 
GEOS 22700.  Analytical Techniques in Geochemistry. 
GEOS 23205.  Introductory Glaciology. 
GEOS 23800.  Global Biogeochemical Cycles. 
GEOS 23900.  Environmental Chemistry. 
GEOS 24200.  Fundamentals of Geophysical Fluid Dynamics. 
GEOS 24220.  Climate Foundations. 
GEOS 24230.  Geophysical Fluid Dynamics: Foundations. 
GEOS 24240.  Geophysical Fluid Dynamics: Rotation and Stratification. 
GEOS 24250.  Geophysical Fluid Dynamics: Understanding the Motions of the Atmosphere and Oceans. 
GEOS 24260.  Radiation. 
"GEOS 24705.  Energy:  Science, Technology, and Human Usage. "
"GEOS 24750.  Earth and Human System Science: Food, Energy, and Water Cycles. "
GEOS 25400.  Intro to Numerical Techniques for Geophysical Sciences. 
GEOS 26100.  Phylogenetics and the Fossil Record. 
GEOS 26300.  Invertebrate Paleobiology and Evolution. 
GEOS 26600.  Geobiology. 
GEOS 26650.  Environmental Microbiology. 
GEOS 26905.  Topics in Conservation Paleobiology. 
GEOS 27100.  Biological Evolution and the History of Life. 
GEOS 28000.  Intro To Structural Geology. 
GEOS 28100.  Global Tectonics. 
GEOS 28300.  Principles of Stratigraphy. 
GEOS 28600.  Earth and Planetary Surface Processes. 
GEOS 29001.  Field Course in Geology. 
GEOS 29002.  Field Course in Modern and Ancient Environments. 
GEOS 29003.  Field Course in Oceanography. 
GEOS 29700.  Reading and Research in the Geophysical Sciences. 
GRMN 10100.  Elementary German For Beginners-1. 
GRMN 10200.  Elementary German For Beginners-2. 
GRMN 10300.  Elementary German For Beginners-3. 
GRMN 10201.  Elementary German 2. 
GRMN 12001.  Intensive German I. 
GRMN 12002.  Intensive German II. 
GRMN 12003.  Intensive German III. 
GRMN 13100.  Reading German. 
GRMN 20100.  Deutsche Märchen. 
GRMN 20200.  Deutsch-Amerikanische Themen. 
GRMN 20300.  Kurzprosa aus dem 20. Jahrhundert. 
GRMN 21103.  Erzaehlen. 
GRMN 21303.  Gedichte. 
GRMN 21403.  Philosophie. 
GRMN 21503.  Film. 
GRMN 21603.  Drama. 
GRMN 21703.  Medien und Gesellschaft. 
GRMN 21203.  Drama und Film. 
GRMN 22312.  Reforming Religious Media: Martin Luther and the Protestant Reformation. 
GRMN 23715.  Berlin in Fragments. 
GRMN 25005.  The Pleasure of Literature: The Novella. 
GRMN 25019.  The Letter in and as Literature. 
GRMN 25519.  Gender and Language. 
GRMN 28150.  Pragmatist Aesthetics. 
GRMN 28500.  Comparative Fairy Tales. 
GRMN 29700.  Reading and Research Course in German. 
GRMN 29900.  BA Paper. 
GRMN 25005.  The Pleasure of Literature: The Novella. 
NORW 10100.  First Year Norwegian - I. 
NORW 10200.  Elementary Norwegian-2. 
NORW 10300.  First-Year Norwegian III. 
NORW 10400.  Intermediate Norwegian I: Introduction to Literature. 
NORW 10500.  Intermediate Norwegian II. 
NORW 29700.  Reading and Research Course in Norwegian. 
YDDH 10100.  Elementary Yiddish I. 
YDDH 10200.  Elementary Yiddish for Beginners-II. 
YDDH 10300.  Elementary Yiddish III. 
YDDH 22000.  Yiddish Literature in America. 
YDDH 23333.  Yiddish for Reading and Research. 
GLST 23101.  Global Studies I. 
GLST 23102.  Global Studies II. 
"GLST 23403.  Borders, (Im)mobilities and Human Rights. "
GLST 23406.  Migration Trajectories: Ethnographies of Place and the Production of Diasporas. 
"GLST 24110.  In the Beginning"": Origin Stories in Science and Religion. "
GLST 24111.  Medical Knowledge in the Islamicate World. 
GLST 24112.  Taste and Technoscience. 
"GLST 25310.  Extinction, Disaster, Dystopia: Environment and Ecology in the Indian Subcontinent. "
GLST 26804.  Frontiers and Borders in South Asia. 
GLST 27702.  About Nature:  From Science to Sense. 
GLST 27703.  Earthbound Metaphysics: Speculations on Earths and Heavens. 
GLST 29524.  Approaches to World History. 
GLST 29525.  The Global Life of Things. 
GLST 29610.  Cultures and Politics of Water. 
GLST 29700.  Reading/Research: Global Studies. 
GLST 29800.  BA Thesis Seminar I. 
GLST 29801.  BA Thesis Seminar II. 
GLST 29900.  BA Thesis: Global Studies. 
HIST 10101.  Introduction to African Civilization I. 
HIST 10102.  Introduction to African Civilization II. 
HIST 10103.  Introduction to African Civilization III. 
HIST 10800.  Introduction to the Civilizations of South Asia I. 
HIST 10900.  Introduction to the Civilizations of South Asia II. 
HIST 12001.  Medieval History: Theories & Methods. 
"HIST 12203.  Italian Renaissance: Dante, Machiavelli, and the Wars of Popes and Kings. "
HIST 12700.  Music In Western Civilization I: To 1750. 
HIST 12800.  Music In Western Civ II. 
HIST 13001.  History of European Civilization I. 
HIST 13002.  History of European Civilization II. 
HIST 13003.  History of European Civilization III. 
HIST 13100.  Western Civilization-1. 
HIST 13200.  Western Civilization-2. 
HIST 13300.  History of Western Civilization III. 
HIST 13500.  America In World Civilization I. 
HIST 13600.  America in World Civilization II. 
HIST 13700.  America in World Civilization-III. 
HIST 13803.  The Soviet Union. 
HIST 13900.  Intro to Russian Civilization-1. 
HIST 14000.  Intro Russian Civilization-2. 
HIST 14204.  History of the Present. 
HIST 14701.  Human Rights in Chinese History. 
HIST 15100.  Intro To East Asian Civilization I. 
HIST 15200.  Intro to East Asian Civilization II. 
HIST 15300.  Intro to East Asian Civilization III. 
HIST 15602.  Ancient Empires I. 
HIST 15603.  Ancient Empires-II. 
HIST 15604.  Ancient Empires-3. 
HIST 16101.  Introduction to Latin American Civilization I. 
HIST 16102.  Introduction to Latin American Civilization II. 
HIST 16103.  Introduction to Latin American Civilization III. 
HIST 16700.  Anc Mediterr World-1: Greece. 
HIST 16800.  Anc Mediterr World-2: Rome. 
HIST 16900.  Ancient Mediterranean World III. 
"HIST 17300.  Science, Culture, and Society in Western Civilization I. "
"HIST 17400.  Science, Culture, and Society in Western Civilization II. "
"HIST 17402.  Science, Culture, and Society in Western Civilization II: History of Medicine I. "
"HIST 17403.  Science, Culture, and Society in Western Civilization II: Early Modern Period. "
HIST 17500.  Sci/Culture/Society In W Civ-3. 
"HIST 17501.  Science, Culture, and Society in Western Civilization III. "
"HIST 17502.  Science, Culture, and Society in Western Civilization III. "
HIST 17503.  Sci/Cult/Soc in Western Civilization III - The History of Medicine Part II: 1900 -Present. 
"HIST 17504.  Science, Culture, and Society in Western Civilization III: The Environment. "
HIST 17704.  The Old History of Capitalism. 
HIST 17805.  America in the Twentieth Century. 
HIST 18101.  Democracy in America? 
HIST 18301.  Colonizations I. 
HIST 18302.  Colonizations II. 
HIST 18303.  Colonizations III. 
"HIST 18702.  Race, Politics, and Sports in the United States. "
"HIST 19402.  Economic History II: The Early Modern World, circa 1300-1800. "
HIST 20110.  Trans-Saharan Africa. 
HIST 20111.  History of Death. 
HIST 20210.  History Lab: Migration and Mobility in Human History. 
HIST 21006.  The Present Past in Greece Since 1769. 
HIST 21903.  Medieval Christian Mythology. 
HIST 22102.  Medieval Travelers. 
"HIST 22203.  The Holy Roman Empire, 800-1500. "
HIST 22610.  Paris and the French Revolution. 
"HIST 23008.  Montesquieu's ""The Spirit of the Laws"" "
"HIST 23306.  Europe, 1914 to Present. "
"HIST 23610.  Modern German History I, 1740-1866. "
"HIST 23611.  Modern German History II, 1866-Present. "
HIST 24310.  China: Rise or Return? Historical Perspectives on Chinese Culture. 
HIST 24500.  Reading Qing Documents. 
"HIST 24612.  Chinese Frontier History, circa 1600-Present. "
HIST 24803.  Histories in Japan. 
"HIST 25308.  Lab, Field, and Clinic: History and Anthropology of Medicine and the Life Sciences. "
"HIST 25425.  Censorship, Info Control, & Revolutions in Info Technology from the Printing Press to the Internet. "
HIST 25704.  Islamic History and Society I: The Rise of Islam and the Caliphate. 
HIST 25804.  Islamic History and Society II: The Middle Period. 
HIST 25904.  Islamic History and Society III:The Modern Middle East. 
HIST 26129.  Paris Noir: African American Refuge in the City of Light. 
HIST 26515.  Political and Cultural History of Modern Mexico. 
"HIST 26516.  The United States and Latin America, a History from 1840s to Trump. "
HIST 27006.  Not Just the Facts:  Telling About the American South. 
HIST 27508.  Conspiracy Theory in American History. 
HIST 28000.  United States Latinos: Origins and Histories. 
"HIST 28607.  War, Diplomacy, and Empire in US History. "
"HIST 29000.  Latin American Religions, New and Old. "
HIST 29324.  Slavery and Capitalism. 
HIST 29325.  A Transnational History of Reparative Justice. 
HIST 29412.  The Face in Western Culture from the Mona Lisa to the Selfie. 
HIST 29413.  The Politics of Memory in Modern France. 
"HIST 29522.  Europe's Intellectual Transformations, Renaissance through Enlightenment. "
HIST 29525.  The Global Life of Things. 
HIST 29533.  Economic History III: The Global Economy from Great Depression to Great Recession. 
HIST 29663.  History Colloquium:  The American Vigilante. 
HIST 29673.  History Colloquium: The Politics of Housing. 
HIST 29674.  History Colloquium: American Indian History. 
HIST 29675.  History Colloquium: Urban History. 
HIST 29677.  History Colloquium: Religion and History. 
HIST 29678.  History Colloquium: Medicine and Society. 
HIST 29700.  Readings in History. 
HIST 29801.  BA Thesis Seminar I. 
HIST 29802.  BA Thesis Seminar II. 
HIPS 14903.  History of Information. 
"HIPS 17300.  Science, Culture, and Society in Western Civilization I. "
"HIPS 17400.  Science, Culture, and Society in Western Civilization II. "
"HIPS 17402.  Science, Culture, and Society in Western Civilization II: History of Medicine I. "
"HIPS 17403.  Science, Culture, and Society in Western Civilization II: Early Modern Period. "
HIPS 17500.  Sci/Culture/Society In W Civ-3. 
"HIPS 17501.  Science, Culture, and Society in Western Civilization III. "
"HIPS 17502.  Science, Culture, and Society in Western Civilization III. "
HIPS 17503.  Sci/Cult/Soc in Western Civilization III - The History of Medicine Part II: 1900 -Present. 
"HIPS 17504.  Science, Culture, and Society in Western Civilization III: The Environment. "
HIPS 20003.  Discovering Anthropology: Reading Race. 
HIPS 20300.  Scientific/Technological Change. 
HIPS 20401.  Philosophy of Mind. 
HIPS 20500.  Intermediate Logic. 
HIPS 20700.  Elementary Logic. 
HIPS 20905.  Advanced Logic. 
HIPS 21000.  Introduction To Ethics. 
HIPS 21100.  Celebrity and Science in Paleoanthropology. 
HIPS 21407.  The Vocation of a Scientist. 
HIPS 21408.  History of Medicine. 
HIPS 21409.  History of Extraterrestrial Life. 
HIPS 21410.  Politics of Technoscience in Africa. 
"HIPS 21411.  Sex, Race, and Empire. "
HIPS 21413.  Sex and Enlightenment Science. 
HIPS 21414.  What is Technology? 
HIPS 21428.  Apes and Human Evolution. 
HIPS 21911.  Medical Ethics: Who Decides and on What Basis? 
HIPS 22000.  Intro: Philosophy of Science. 
HIPS 22001.  Introduction to Science Studies. 
HIPS 22401.  Darwinian Health. 
"HIPS 22708.  Planetary Britain, 1600-1900. "
"HIPS 22709.  Introduction to Quantum Mechanics,Introduction to Philosophy of Quantum Mechanics. "
HIPS 22800.  Experiencing Madness: Empathic Methods in Cultural Psychiatry. 
HIPS 24300.  Foucault and The History of Sexuality. 
HIPS 24401.  Freud & Psychoan: Lec/Cse Stud. 
HIPS 24706.  Science in the South: Decolonizing the Study of Knowledge in Latin America & the Caribbean. 
HIPS 25001.  Kant: Critique of Pure Reason. 
HIPS 25014.  Introduction to Environmental History. 
"HIPS 25114.  Natural History and Empire, circa 1500-1800. "
HIPS 25121.  The Brazil-Argentina Nuclear Cooperation Agreement and Thermoelectric Transition in Brazil. 
"HIPS 25205.  Computers, Minds, Intelligence & Data. "
"HIPS 25206.  Digital Culture: Artificial Intelligence, Algorithms, and the Web. "
HIPS 25309.  History of Perception. 
HIPS 25421.  Censorship from the Inquisition to the Present. 
"HIPS 25425.  Censorship, Info Control, & Revolutions in Info Technology from the Printing Press to the Internet. "
HIPS 25600.  History of Statistics. 
"HIPS 25808.  Lab, Field, and Clinic: History and Anthropology of Medicine and the Life Sciences. "
HIPS 26000.  History of Philosophy II: Medieval and Early Modern Philosophy. 
"HIPS 26121.  Nature, Science, and Empire in the Early Modern Iberian World, 1400-1800. "
"HIPS 26617.  Sciences as Solutions to Latin American Challenges, 1500-2000. "
HIPS 27004.  Babylon and the Origins of Knowledge. 
HIPS 27005.  Secrecy and Science. 
HIPS 27301.  Medical Anthropology. 
"HIPS 27302.  Culture, Mental Health, and Psychiatry. "
HIPS 27501.  Freud: Human Dev/Personality. 
HIPS 27860.  History of Evolutionary Behavioral Sciences. 
HIPS 28101.  Psychoanalysis and Philosophy. 
HIPS 29400.  Tutorial. 
HIPS 29500.  Tut: Hist/Bio Of Emotions. 
HIPS 29412.  The Face in Western Culture from the Mona Lisa to the Selfie. 
HIPS 29629.  Tutorial: Romantic Bodies: Theater in the History of Science and Medicine. 
HIPS 29630.  Tutorial: History and Philosophy of Social Science. 
HIPS 29631.  Tutorial: History of Cryptography. 
HIPS 29632.  Tutorial: The Poet's Scientist: A pre-disciplinary course in science & literature. 
HIPS 29678.  History Colloquium: Medicine and Society. 
"HIPS 29700.  Readings and Research in History, Philosophy, and Social Studies of Science and Medicine. "
HIPS 29800.  Junior Seminar: My Favorite Readings in the History and Philosophy of Science. 
HIPS 29810.  Bachelor's Thesis Workshop. 
HIPS 29900.  Bachelor's Thesis. 
HMRT 10100.  Human Rights in World Civilizations I. 
HMRT 10200.  Human Rights in World Civilizations II. 
HMRT 20101.  Human Rights I in Vienna: Philosophical Foundations of Human Rights. 
HMRT 20201.  Human Rights II in Vienna: History and Theory. 
HMRT 20301.  Human Rights III in Vienna: Contemporary Issues in Human Rights. 
HMRT 20200.  Human Rights II: History and Theory. 
HMRT 21001.  Human Rights:  Contemporary Issues. 
HMRT 21002.  Human Rights:  Philosophical Foundations. 
HMRT 21400.  Health and Human Rights. 
HMRT 24701.  Human Rights: Alien and Citizen. 
HMRT 25210.  Anthropology of Disability. 
HMRT 27061.  United States Legal History. 
HMRT 27306.  U.S. Women and Gender. 
HMRT 28310.  Vulnerability and Human Rights. 
HMRT 29120.  Poverty Law and Policy Reform. 
ISHU 29802.  The BA Colloquium. 
ISHU 29900.  Preparation of the BA Project. 
