course_id,Quarter,Year,Professor,num_due,grade_breakdown,office_hours,by_appointment
2852,Winter,2019,KETELAAR JAMES,1,No grade breakdown available.,0,Yes
2852,Winter,2019,SUSAN BURNS,1,No grade breakdown available.,0,Yes
3670,Spring,2018,JESSICA TIZZARD,0,final paper: 30%; discussion section: 15%; in class: 10%; short responses: 15%,2,No
256,Winter,2017,"MISHA BLIZARD, CHRISTINA MASCO, STEPHEN PRUETT-JONES",Not enough information available.,No grade breakdown available.,3,Yes
3744,Spring,2017,N,Not enough information available.,No grade breakdown available.,N/A,N/A
3744,Spring,2017,/,Not enough information available.,No grade breakdown available.,N/A,N/A
3744,Spring,2017,A,Not enough information available.,No grade breakdown available.,N/A,N/A
2698,Winter,2018,MARY SILBER,Not enough information available.,homework: 40%; midterm : 20%; final : 30%,4,Yes
3710,Winter,2018,N,Not enough information available.,No grade breakdown available.,0,Yes
3710,Winter,2018,/,Not enough information available.,No grade breakdown available.,0,Yes
3710,Winter,2018,A,Not enough information available.,No grade breakdown available.,0,Yes
3734,Spring,2018,N,0,participation: 10%; assignments: 50%; module 1: 40%; critical topic: 20%; module 2: 40%; study: 20%; presentations: 40%,3,Yes
3734,Spring,2018,/,0,participation: 10%; assignments: 50%; module 1: 40%; critical topic: 20%; module 2: 40%; study: 20%; presentations: 40%,3,Yes
3734,Spring,2018,A,0,participation: 10%; assignments: 50%; module 1: 40%; critical topic: 20%; module 2: 40%; study: 20%; presentations: 40%,3,Yes
672,Spring,2017,ADAM SHAW,Not enough information available.,homework: 50%,0,No
2688,Spring,2018,TINGRAN GAO,1,final exam: 50%; assignments: 15%; midterm exam: 35%,4,No
1100,Autumn,2017,ROCHONA MAJUMDAR,Not enough information available.,participation: 30%; paper: 30%; paper: 40%,3.5,No
3680,Winter,2018,SARA STOELINGA,Not enough information available.,No grade breakdown available.,0,Yes
2817,Spring,2018,PAUL STRIELEMAN,0,quiz: 75%,0,Yes
2817,Spring,2018,STRIELEMAN PAUL J,0,quiz: 75%,0,Yes
3643,Autumn,2017,GREG KAPLAN,Not enough information available.,final exam: 45%; participation: 5%,0.8333333333,No
2040,Autumn,2018,CARLOS WAGNER,Not enough information available.,No grade breakdown available.,N/A,N/A
2969,Winter,2017,MICHAEL WEAVER,3,No grade breakdown available.,N/A,N/A
2969,Winter,2017,MICHAEL WEAVER,3,No grade breakdown available.,N/A,N/A
1598,Autumn,2017,HOWARD MASUR,Not enough information available.,homework: 20%,2.5,Yes
684,Winter,2018,AARON ELMORE,Not enough information available.,No grade breakdown available.,3,No
2964,Spring,2017,AARON BENANAV,0,midterm paper: 30%; final paper: 20%; attendance: 10%; participation: 20%,1.6666666667,No
837,Autumn,2018,"DEREK A NEAL, MAXWELL KELLOGG",Not enough information available.,No grade breakdown available.,-16,Yes
837,Autumn,2018,"DEREK A NEAL, MAXWELL KELLOGG",Not enough information available.,No grade breakdown available.,-16,Yes
837,Autumn,2018,ANDREW JORDAN,Not enough information available.,No grade breakdown available.,-16,Yes
837,Autumn,2018,GINA  PIETERS,Not enough information available.,No grade breakdown available.,-16,Yes
837,Autumn,2018,"ANTONIOS TSIFLIS, GERMAN VILLEGAS BAUER",Not enough information available.,No grade breakdown available.,-16,Yes
1561,Spring,2017,CHRIS KENNEDY,Not enough information available.,project: 25%; papers: 20%; assignments: 25%; and discussion: 5%,5,Yes
1592,Autumn,2017,CARLOS DI FIORE,Not enough information available.,homework: 10%; midterms: 20%; each final: 40%,2.8333333333,No
1592,Autumn,2017,ANTHONY WANG,Not enough information available.,homework: 10%; midterms: 20%; each final: 40%,2.8333333333,No
1592,Autumn,2017,REID HARRIS,Not enough information available.,homework: 10%; midterms: 20%; each final: 40%,2.8333333333,No
1737,Winter,2017,KATARZYNA GROCHOWSKA,0,participation: 3%,N/A,N/A
2918,Winter,2019,CORONADO RAUL,0,No grade breakdown available.,0,Yes
2918,Winter,2019,SO RICHARD,0,No grade breakdown available.,0,Yes
2918,Winter,2019,LABERGE LEIGH,0,No grade breakdown available.,0,Yes
3736,Autumn,2017,ROCHONA MAJUMDAR,0,participation: 30%; paper: 25%; paper: 45%,4,No
2978,Winter,2018,DOMINIC GIBSON,Not enough information available.,final paper: 30%; each week: 30%; discussion sections: 40%,0,No
2978,Winter,2018,JASMIN CLOUTIER,Not enough information available.,final paper: 30%; each week: 30%; discussion sections: 40%,0,No
2978,Winter,2018,KATHERINE KRPAN,Not enough information available.,final paper: 30%; each week: 30%; discussion sections: 40%,0,No
2978,Winter,2018,KATHERINE KRPAN,Not enough information available.,final paper: 30%; each week: 30%; discussion sections: 40%,0,No
2978,Winter,2018,JENNIFER KUBOTA,Not enough information available.,final paper: 30%; each week: 30%; discussion sections: 40%,0,No
2978,Winter,2018,ANNE HENLY,Not enough information available.,final paper: 30%; each week: 30%; discussion sections: 40%,0,No
2978,Winter,2018,SARAH LONDON,Not enough information available.,final paper: 30%; each week: 30%; discussion sections: 40%,0,No
2126,Autumn,2018,KATHERINE O'DOHERTY,0,final paper: 35%,0,Yes
1588,Autumn,2017,OISHEE BANERJEE,Not enough information available.,No grade breakdown available.,N/A,N/A
1588,Autumn,2017,MARIYA SARDARLI,Not enough information available.,No grade breakdown available.,N/A,N/A
1588,Autumn,2017,RONNO DAS,Not enough information available.,No grade breakdown available.,N/A,N/A
2813,Autumn,2018,BEATRICE FINESCHI,0,participation: 5%,0,Yes
3636,Winter,2016,SMITH JAKE,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,BLOECHL CHRISTOPHER,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,HAYDEN BRITTANY,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,JOHNSON CAROLYN,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,PENN ELIZABETH,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,KENT STACIE,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,JUNKER ANDREW,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,WERNER JAKE,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,JUNKER ANDREW,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,WERNER JAKE,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,KENT STACIE,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,INGEBRETSON BRITTA,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,OSBORNE JAMES,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,NAKASSIS CONSTANTINE,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,TAYLOR SIMON,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,LOEFFLER MARK,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,SINGH SUNIT,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,BEAL ELIZABETH,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,RABIE KAREEM,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,RAIKHEL EUGENE,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,FONG BENJAMIN,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,FONG BENJAMIN,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,ROTHMAN AVIVA,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,ROTHMAN AVIVA,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
3636,Winter,2016,ARZUAGA FABIAN,0,participation: 25%; papers: 60%; papers: 25%; cutoff percentages: 93%; class leadership: 15%,1.3333333333,Yes
110,Spring,2017,RICHARD NEER,0,No grade breakdown available.,N/A,N/A
3687,Autumn,2017,AMY DAHLSTROM,0,final paper: 35%,1,Yes
1959,Winter,2019,"RUTH ANNE EATOCK, WEI WEI",Not enough information available.,No grade breakdown available.,N/A,N/A
2903,Winter,2018,DONALD HARPER,1,No grade breakdown available.,1,Yes
2903,Winter,2018,ALEXIS BECKER,1,No grade breakdown available.,1,Yes
2903,Winter,2018,ALEXIS BECKER,1,No grade breakdown available.,1,Yes
2903,Winter,2018,SAMUEL ROWE,1,No grade breakdown available.,1,Yes
2903,Winter,2018,LARISSA BREWER-GARCIA,1,No grade breakdown available.,1,Yes
2903,Winter,2018,RACHEL KYNE,1,No grade breakdown available.,1,Yes
2903,Winter,2018,ANDREW OLLETT,1,No grade breakdown available.,1,Yes
2903,Winter,2018,HOYT LONG,1,No grade breakdown available.,1,Yes
2903,Winter,2018,LUCY ALFORD,1,No grade breakdown available.,1,Yes
2903,Winter,2018,LUCY ALFORD,1,No grade breakdown available.,1,Yes
2903,Winter,2018,ULRIKE STARK,1,No grade breakdown available.,1,Yes
2903,Winter,2018,MARIA ANNA MARIANI,1,No grade breakdown available.,1,Yes
2903,Winter,2018,ARMANDO MAGGI,1,No grade breakdown available.,1,Yes
268,Spring,2017,GREGORY DWYER,Not enough information available.,No grade breakdown available.,N/A,N/A
1110,Spring,2017,ZERILLI LINDA,Not enough information available.,participation: 15%; project: 45%; online discussion: 10%; paper 1: 30%,4,Yes
1110,Spring,2017,BERLANT LAUREN G ; CAMPI ASHLEIGH,Not enough information available.,participation: 15%; project: 45%; online discussion: 10%; paper 1: 30%,4,Yes
1110,Spring,2017,BERLANT LAUREN G ; HSU OMIELA,Not enough information available.,participation: 15%; project: 45%; online discussion: 10%; paper 1: 30%,4,Yes
3754,Spring,2017,N,Not enough information available.,projects: 40%,2,No
3754,Spring,2017,/,Not enough information available.,projects: 40%,2,No
3754,Spring,2017,A,Not enough information available.,projects: 40%,2,No
353,Autumn,2018,DAVID A MAZZIOTTI,Not enough information available.,tests: 35%; final exam: 35%,2,No
2963,Winter,2019,AARON BENANAV,1,final paper: 35%; participation: 25%; papers: 15%; paper: 25%,2,Yes
2963,Winter,2019,FORREST STUART,1,final paper: 35%; participation: 25%; papers: 15%; paper: 25%,2,Yes
2963,Winter,2019,JENNIFER SPRUILL,1,final paper: 35%; participation: 25%; papers: 15%; paper: 25%,2,Yes
3660,Winter,2017,AMY THOMAS,0,participation: 25%; assignments: 75%; assignment 1: 15%; assignment 2: 25%; assignment 3: 35%,0,Yes
3660,Winter,2017,AMY THOMAS,0,participation: 25%; assignments: 75%; assignment 1: 15%; assignment 2: 25%; assignment 3: 35%,0,Yes
202,Spring,2017,N,Not enough information available.,participation: 8%,1.3333333333,No
202,Spring,2017,/,Not enough information available.,participation: 8%,1.3333333333,No
202,Spring,2017,A,Not enough information available.,participation: 8%,1.3333333333,No
2140,Autumn,2018,GREGORY NORMAN,2,final exam: 30%; papers: 30%; the quarter: 20%,3,Yes
3772,Autumn,2017,JAMES NORRIS,Not enough information available.,homework: 5%; tests: 30%; final exam: 30%,1,No
3772,Autumn,2017,LEE KA YEE,Not enough information available.,homework: 5%; tests: 30%; final exam: 30%,1,No
3772,Autumn,2017,MAZZIOTTI DAVID A,Not enough information available.,homework: 5%; tests: 30%; final exam: 30%,1,No
837,Autumn,2017,ALESSANDRA VOENA,Not enough information available.,grading policy: 20%,N/A,N/A
837,Autumn,2017,ALESSANDRA VOENA,Not enough information available.,grading policy: 20%,N/A,N/A
3769,Autumn,2018,ANDREI POP,Not enough information available.,participation: 25%; in class: 50%,N/A,N/A
3527,Autumn,2017,"STEPHEN BERRY, GEORGE S TOLLEY",Not enough information available.,No grade breakdown available.,N/A,N/A
1547,Winter,2016,FRANICH KATHRYN,0,assignments: 60%; and section: 10%,3,Yes
2678,Winter,2019,WANG MEI,1,No grade breakdown available.,N/A,N/A
2678,Winter,2019,PETER RADCHENKO,1,No grade breakdown available.,N/A,N/A
2678,Winter,2019,HUANG YIBI,1,No grade breakdown available.,N/A,N/A
3690,Spring,2018,DANIEL HOOPER,Not enough information available.,final paper: 35%,0,Yes
333,Spring,2017,N,0,No grade breakdown available.,N/A,N/A
333,Spring,2017,/,0,No grade breakdown available.,N/A,N/A
333,Spring,2017,A,0,No grade breakdown available.,N/A,N/A
1291,Winter,2018,FAITH HILLIS,0,final exam: 25%; participation: 25%; paper: 25%,3.25,No
1235,Autumn,2018,SOPHIE SALVO,Not enough information available.,final paper: 15%; participation: 20%,2,No
2116,Spring,2018,KATHERINE O'DOHERTY,Not enough information available.,midterm: 20%; participation: 15%; project: 10%; papers: 15%; weekly quizzes: 15%,0,Yes
3786,Spring,2018,N,Not enough information available.,No grade breakdown available.,N/A,N/A
3786,Spring,2018,/,Not enough information available.,No grade breakdown available.,N/A,N/A
3786,Spring,2018,A,Not enough information available.,No grade breakdown available.,N/A,N/A
2677,Spring,2017,BURBANK KENDRA,Not enough information available.,midterm: 25%; final exam: 25%; problem sets: 16%; reviews given: 9%; assignment 0: 1%,0,No
2677,Spring,2017,CHEN LIN,Not enough information available.,midterm: 25%; final exam: 25%; problem sets: 16%; reviews given: 9%; assignment 0: 1%,0,No
2677,Spring,2017,DUKIC VANJA,Not enough information available.,midterm: 25%; final exam: 25%; problem sets: 16%; reviews given: 9%; assignment 0: 1%,0,No
1097,Autumn,2017,JENNIFER WILD,0,final paper: 25%; participation: 20%; participation: 20%; kucha presentation: 5%; symposium presentation: 15%; reflection memo: 10%; dossier: 25%,3,Yes
3766,Winter,2018,N,3,final paper: 40%; participation: 25%; assignment: 10%; source analysis: 25%,2,Yes
3766,Winter,2018,/,3,final paper: 40%; participation: 25%; assignment: 10%; source analysis: 25%,2,Yes
3766,Winter,2018,A,3,final paper: 40%; participation: 25%; assignment: 10%; source analysis: 25%,2,Yes
2690,Winter,2017,YIBI HUANG,1,homework: 40%; midterm : 30%; final : 30%,0,Yes
2921,Autumn,2017,VERMA NEIL,0,participation: 15%; project: 20%; assignments: 15%; assignment: 5%; writing seminars: 5%; paper one: 20%; paper two: 20%,2,Yes
2921,Autumn,2017,KATHERINE BIERS,0,participation: 15%; project: 20%; assignments: 15%; assignment: 5%; writing seminars: 5%; paper one: 20%; paper two: 20%,2,Yes
2921,Autumn,2017,KEENLEYSIDE HEATHER,0,participation: 15%; project: 20%; assignments: 15%; assignment: 5%; writing seminars: 5%; paper one: 20%; paper two: 20%,2,Yes
926,Autumn,2018,MAUD ELLMANN,0,No grade breakdown available.,1,Yes
579,Winter,2018,ANNA MUELLER,0,participation: 10%; assignment: 20%; group exercises: 10%,4,Yes
1591,Autumn,2017,FRANCISC BOZGAN,Not enough information available.,No grade breakdown available.,-10,No
2979,Spring,2018,SEAMUS POWER,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,LESLIE KAY,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,JEAN DECETY,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,KATHERINE KRPAN,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,KATHERINE KRPAN,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,RESNEY GUGWOR,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,YUNG TSEN CHEN,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,KATHERINE O'DOHERTY,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,ANNE HENLY,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,DANIEL YUROVSKY,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,KERRY LE DOUX,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,ALEXANDER SHAW,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,DOMINIC GIBSON,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
2979,Spring,2018,EDWARD VOGEL,Not enough information available.,final paper: 30%; participation: 30%; papers: 30%; led discussion: 10%,1,Yes
3665,Autumn,2017,VU TRAN,Not enough information available.,final : 10%,2,Yes
3708,Winter,2017,N,0,participation: 30%; final presentations: 60%,0,Yes
3708,Winter,2017,/,0,participation: 30%; final presentations: 60%,0,Yes
3708,Winter,2017,A,0,participation: 30%; final presentations: 60%,0,Yes
2921,Winter,2018,CHRISTOPHER TAYLOR,0,participation: 10%; participation: 20%; assignments: 10%; following rubric: 10%,2,Yes
2921,Winter,2018,CHRISTOPHER TAYLOR,0,participation: 10%; participation: 20%; assignments: 10%; following rubric: 10%,2,Yes
3611,Autumn,2018,JACOB EYFERTH,0,final paper: 40%; attendance: 5%; paper: 20%,0.5,No
721,Spring,2018,LYNN XU,0,final paper: 30%; participation: 30%; assignments: 20%; class presentations: 20%,0,Yes
3776,Winter,2019,N,Not enough information available.,attendance: 30%; participation: 20%; assignment: 30%; midterm essay: 30%; program proposal: 40%; class presentation: 10%,2,Yes
3776,Winter,2019,/,Not enough information available.,attendance: 30%; participation: 20%; assignment: 30%; midterm essay: 30%; program proposal: 40%; class presentation: 10%,2,Yes
3776,Winter,2019,A,Not enough information available.,attendance: 30%; participation: 20%; assignment: 30%; midterm essay: 30%; program proposal: 40%; class presentation: 10%,2,Yes
662,Autumn,2016,ADAM SHAW,Not enough information available.,projects: 5%; assignments: 15%,0,No
662,Autumn,2016,ADAM SHAW,Not enough information available.,projects: 5%; assignments: 15%,0,No
662,Autumn,2016,MATTHEW WACHS,Not enough information available.,projects: 5%; assignments: 15%,0,No
1002,Winter,2019,ALISON ANASTASIO,Not enough information available.,midterm : 25%; final : 35%,2,Yes
1570,Autumn,2018,DAVID REINHART,Not enough information available.,No grade breakdown available.,N/A,N/A
579,Winter,2019,KEELS IDOLLY,0,participation: 10%; assignments: 13%; assignment: 25%; individual assignments: 13%,0,Yes
579,Winter,2019,ANNA MUELLER,0,participation: 10%; assignments: 13%; assignment: 25%; individual assignments: 13%,0,Yes
579,Winter,2019,GUANGLEI HONG,0,participation: 10%; assignments: 13%; assignment: 25%; individual assignments: 13%,0,Yes
3632,Spring,2017,N,Not enough information available.,No grade breakdown available.,2,No
3632,Spring,2017,/,Not enough information available.,No grade breakdown available.,2,No
3632,Spring,2017,A,Not enough information available.,No grade breakdown available.,2,No
1160,Autumn,2018,KEVIN CREDIT,1,project: 50%; problem statement: 10%,1,Yes
2833,Spring,2018,MITCHEL L. VILLEREAL,Not enough information available.,papers: 10%; test scores: 45%,0,No
2833,Spring,2018,VILLEREAL MITCHEL L,Not enough information available.,papers: 10%; test scores: 45%,0,No
3700,Spring,2018,STERN JOSEF J,Not enough information available.,No grade breakdown available.,N/A,N/A
3700,Spring,2018,CHAVEL SIMEON,Not enough information available.,No grade breakdown available.,N/A,N/A
3700,Spring,2018,NIRENBERG DAVID,Not enough information available.,No grade breakdown available.,N/A,N/A
2684,Winter,2019,WU WEI BIAO,Not enough information available.,homework: 35%; final : 50%; participation: 0%,0,No
2684,Winter,2019,MONDAL DEBASHIS,Not enough information available.,homework: 35%; final : 50%; participation: 0%,0,No
2684,Winter,2019,STEIN MICHAEL L,Not enough information available.,homework: 35%; final : 50%; participation: 0%,0,No
3664,Autumn,2016,GREGORY SHAKHNAROVICH,Not enough information available.,No grade breakdown available.,N/A,N/A
3617,Spring,2018,N,Not enough information available.,No grade breakdown available.,1,No
3617,Spring,2018,/,Not enough information available.,No grade breakdown available.,1,No
3617,Spring,2018,A,Not enough information available.,No grade breakdown available.,1,No
3618,Autumn,2017,AMY LIPPERT,0,No grade breakdown available.,2,Yes
2688,Autumn,2018,"DANIEL  MASSATT, MICOL FEDERICA TRESOLDI",1,midterms: 25%,-7,No
1590,Spring,2017,OISHEE BANERJEE,Not enough information available.,homework: 5%; as follows: 10%; tutorial quizzes: 20%; exam 1: 20%,2,Yes
1590,Spring,2017,REID HARRIS,Not enough information available.,homework: 5%; as follows: 10%; tutorial quizzes: 20%; exam 1: 20%,2,Yes
1051,Autumn,2018,N,Not enough information available.,No grade breakdown available.,0,Yes
1051,Autumn,2018,/,Not enough information available.,No grade breakdown available.,0,Yes
1051,Autumn,2018,A,Not enough information available.,No grade breakdown available.,0,Yes
663,Winter,2016,SHAW ADAM,Not enough information available.,No grade breakdown available.,4,No
663,Winter,2016,FRANKLIN DIANA,Not enough information available.,No grade breakdown available.,4,No
663,Winter,2016,WACHS MATTHEW,Not enough information available.,No grade breakdown available.,4,No
850,Winter,2018,ANGELA DENIS PAGLIERO,Not enough information available.,midterm : 30%; final exam: 50%; problem sets: 20%,3,No
850,Winter,2018,MARIEL SCHWARTZ,Not enough information available.,midterm : 30%; final exam: 50%; problem sets: 20%,3,No
850,Winter,2018,JUN HYUNG KIM,Not enough information available.,midterm : 30%; final exam: 50%; problem sets: 20%,3,No
716,Autumn,2018,NATHAN HOKS,Not enough information available.,No grade breakdown available.,2,No
1356,Winter,2019,N,Not enough information available.,attendance: 20%; papers: 30%; or responses: 20%; not read: 30%,3,No
1356,Winter,2019,/,Not enough information available.,attendance: 20%; papers: 30%; or responses: 20%; not read: 30%,3,No
1356,Winter,2019,A,Not enough information available.,attendance: 20%; papers: 30%; or responses: 20%; not read: 30%,3,No
836,Winter,2018,SANDERSON ALLEN R,0,No grade breakdown available.,2,Yes
836,Winter,2018,ALLEN R SANDERSON,0,No grade breakdown available.,2,Yes
836,Winter,2018,ALLEN SANDERSON,0,No grade breakdown available.,2,Yes
385,Spring,2018,AARON DINNER,Not enough information available.,participation: 25%; the lectures: 75%,0,Yes
1224,Spring,2018,COLIN BENERT,Not enough information available.,No grade breakdown available.,0,No
1593,Spring,2018,ALLAN ADAM,Not enough information available.,No grade breakdown available.,-10,No
1593,Spring,2018,DATTA SWARNENDU,Not enough information available.,No grade breakdown available.,-10,No
1593,Spring,2018,GAZAKI EVANGELIA,Not enough information available.,No grade breakdown available.,-10,No
3667,Spring,2018,JASMIN CLOUTIER,Not enough information available.,final paper: 30%,2.8333333333,Yes
3636,Spring,2018,SEAN DOWDY,Not enough information available.,No grade breakdown available.,0,Yes
3636,Spring,2018,BASIL SALEM,Not enough information available.,No grade breakdown available.,0,Yes
3636,Spring,2018,MICHELE FRIEDNER,Not enough information available.,No grade breakdown available.,0,Yes
3636,Spring,2018,HUSSEIN AGRAMA,Not enough information available.,No grade breakdown available.,0,Yes
3636,Spring,2018,MATTHEW KNISLEY,Not enough information available.,No grade breakdown available.,0,Yes
3636,Spring,2018,KIERAN KELLEY,Not enough information available.,No grade breakdown available.,0,Yes
3636,Spring,2018,HUSSEIN AGRAMA,Not enough information available.,No grade breakdown available.,0,Yes
3636,Spring,2018,MEGHANNE BARKER,Not enough information available.,No grade breakdown available.,0,Yes
3636,Spring,2018,ELIZABETH BEAL,Not enough information available.,No grade breakdown available.,0,Yes
3636,Spring,2018,ELIZABETH BEAL,Not enough information available.,No grade breakdown available.,0,Yes
856,Winter,2019,N,Not enough information available.,homework: 25%; paper: 45%; class exam: 30%,0,No
856,Winter,2019,/,Not enough information available.,homework: 25%; paper: 45%; class exam: 30%,0,No
856,Winter,2019,A,Not enough information available.,homework: 25%; paper: 45%; class exam: 30%,0,No
3787,Spring,2017,MARTHA WARD,Not enough information available.,No grade breakdown available.,1.5,Yes
111,Spring,2018,ADEN KUMLER,Not enough information available.,participation: 20%; paper: 10%; assignments: 15%; midterm examination: 25%; essay exam: 30%,-9,No
839,Spring,2018,"CHRISTOPHER ROARK, FELIPE ANDRES LABBE CASTILLO",1,No grade breakdown available.,3,No
839,Spring,2018,"CHRISTOPHER ROARK, FELIPE ANDRES LABBE CASTILLO",1,No grade breakdown available.,3,No
839,Spring,2018,"TUNG LE, FANG FU",1,No grade breakdown available.,3,No
839,Spring,2018,"HAISHI LI, AHMED AHMED",1,No grade breakdown available.,3,No
839,Spring,2018,"LUN LI, SULEYMAN GOZEN",1,No grade breakdown available.,3,No
2813,Winter,2019,BEATRICE FINESCHI,1,No grade breakdown available.,N/A,N/A
2813,Winter,2019,ALISON HUNTER,1,No grade breakdown available.,N/A,N/A
2813,Winter,2019,MEGAN MCNULTY,1,No grade breakdown available.,N/A,N/A
1148,Winter,2018,KEVIN CREDIT,1,final exam: 40%,1,Yes
2116,Spring,2018,KATHERINE O'DOHERTY,Not enough information available.,midterm: 20%; participation: 15%; project: 10%; papers: 15%; weekly quizzes: 15%,0,Yes
3771,Spring,2018,SIANNE NGAI,0,final paper: 50%; assignments: 20%; and miniassignments: 20%; week 10: 30%,1,Yes
2968,Autumn,2016,MICHAEL WEAVER,0,No grade breakdown available.,N/A,N/A
2968,Autumn,2016,MICHAEL WEAVER,0,No grade breakdown available.,N/A,N/A
1548,Autumn,2017,RIGGLE JASON,2,No grade breakdown available.,1,Yes
1548,Autumn,2017,JASON RIGGLE,2,No grade breakdown available.,1,Yes
1548,Autumn,2017,YU ALAN,2,No grade breakdown available.,1,Yes
3691,Autumn,2018,EMILY LYONS,Not enough information available.,participation: 30%; participation: 20%; paper: 45%; of discussion: 10%; on canvas: 25%; first observation: 5%; second observation: 10%; 7 reflection: 5%; research proposal: 20%; class presentation: 5%,1,Yes
3723,Winter,2018,N,Not enough information available.,No grade breakdown available.,N/A,N/A
3723,Winter,2018,/,Not enough information available.,No grade breakdown available.,N/A,N/A
3723,Winter,2018,A,Not enough information available.,No grade breakdown available.,N/A,N/A
3649,Winter,2018,N,0,final : 10%; final : 11%; participation: 20%; per student: 16%; outline submission: 5%; essay proposal: 5%; outline: 18%; draft: 7%; comments: 5%; draft: 8%,1,Yes
3649,Winter,2018,/,0,final : 10%; final : 11%; participation: 20%; per student: 16%; outline submission: 5%; essay proposal: 5%; outline: 18%; draft: 7%; comments: 5%; draft: 8%,1,Yes
3649,Winter,2018,A,0,final : 10%; final : 11%; participation: 20%; per student: 16%; outline submission: 5%; essay proposal: 5%; outline: 18%; draft: 7%; comments: 5%; draft: 8%,1,Yes
3621,Winter,2018,HEIDI COLEMAN,Not enough information available.,in exercises: 20%,0,No
